industry,industry_uuid,category,subcategory_1,uuid,name,description,price,cost,taxable,unit_of_measure,task_code,online_booking_enabled
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Miscellaneous,Permits,olit_e46b4f4db52843b4812948e1adc8b82f,Permit Fee - New Construction,Pull permit for new construction HVAC installation.,$300.00,$150.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Miscellaneous,Disposal,olit_8dd374f4846c48aa85ac8228098ebd4b,Equipment Disposal Fee,Disposal of old HVAC equipment (per unit). EPA-compliant refrigerant recovery included.,$120.00,$45.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Miscellaneous,Travel,olit_910181f183d6456f84e5a46281574049,Extended Travel Fee (per mile over 25),Travel fee for service calls beyond 25-mile radius. Per mile.,$3.00,$1.50,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Miscellaneous,Drywall,olit_a20d909667f44e3585d6c6ff39ea1e83,Drywall Repair - Small (up to 12 in),Repair small drywall opening after HVAC work. Texture match. Includes 1-year labor warranty.,$180.00,$35.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Miscellaneous,Drywall,olit_b9e63007c4344bc4bd80687f163e8c54,Drywall Repair - Large (over 12 in),Repair larger drywall opening after HVAC work. Texture match. Includes 1-year labor warranty.,$360.00,$75.00,false,Each,,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,M Series Split Heat Pump,olit_5e6ba06233ee4affa983b3aa1f37dc5e,2.5 Ton 14.3 Seer2,"Factory-installed high-pressure switch.
10 Year Parts & Compressor Warranty, no registration required.
Equipped with thermal overload protection.
High quality condenser with innergroove copper tube and aluminum fin.

Includes removal and disposal of existing equipment.
Includes all labor and materials.
Includes 1 year labor and workmanship warranty. 
",$6622.00,$3643.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Diagnostics,"",olit_190b3275abd9410eb7563ef7f2b0b01a,Furnace Diagnostic,Diagnostic service for furnace,$125.00,$0.00,false,,,true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Restoration,olit_25a0369f6a434b20856a02671075e23e,Reinstall,"Reinstall vertical air handler or furnace/coil. Does not include necessary refrigerant,",$850.00,$450.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Refrigerant,"",olit_12aadc6ad53b4254b581fb74d6781eb5,R-22,"",$125.00,$27.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,M Series Gas,olit_6d2741ecf86d4043876a66951a6b8214,3 Ton M Series 14.3 SEER2 AC/Coil & 80%  Furnace ,"Includes removal of existing equipment and installation of a new AC Pro M Series 3-ton straight-cool condenser (14.3 SEER2) with matching evaporator coil and 80% AFUE low-NOx gas furnace. System uses eco-friendly R454B refrigerant; matching coil sized for 3-ton capacity. Includes supply plenum, gas flex connector and fittings, flue pipe and miscellaneous installation materials. System will be evacuated, pressure tested, charged to factory specification, and run-tested for proper airflow, temperature differential, superheat and subcool. Condenser/coil carry 10-year parts and compressor warranty (no registration required); furnace includes 10-year heat exchanger warranty and 1-year labor warranty. ",$7936.00,$4489.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Mini Split,olit_d74881df00ae4c649bf1d7ee3929f3c1,AC Pro D-Series 18k Mini Split,"D-Series Mini-Split Installation – 18,000 BTU, 19 SEER2, Single Zone, Heat Pump

This proposal includes the complete installation of a high-efficiency AC Pro D-Series mini-split system (Model: AC Pro #: 83969    MFG #: MHPC-D-018BSC condenser with MWAL-D-018BSC indoor unit).

Scope of Work:
•Supply and install one (1) 12,000 BTU D-Series Mini-Split Heat Pump System, 19 SEER2 efficiency, R32 refrigerant, single-zone, wall-mounted indoor unit with optional built-in WiFi capability.
•Includes all necessary equipment, line set, drain line, electrical disconnect, mounting hardware, and materials for a complete installation.
•Remove and properly dispose of any existing equipment (if applicable).
•Test system for proper operation and performance.

Warranty:
•Manufacturer Warranty: 10-year parts and compressor (no registration required).
•Labor Warranty: 1-year coverage on installation workmanship.

Benefits:
•Energy-efficient design to help lower utility costs.
•Quiet rotary compressor and multi-speed operation for enhanced comfort.
•Environmentally friendly R32 refrigerant.

Included in Price:
•Equipment and labor
•Removal/disposal of old equipment
•Warranty coverage as outlined above

(does not include high voltage between breaker panel and outdoor unit)",$3571.00,$2500.00,false,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Repair Services,"",olit_26daaa90a979495694b560dddbbaa525,A/C Re-New Air Conditioning System Performance Enhancer ,"Quiets noisy compressors
Reduces energy consumption
Improves heat transfer in the evaporator and condenser
Free sticking thermostatic expansion valves and reversing valves
Great for new and old systems

Includes product and installation. ",$215.00,$0.00,false,Each,"",true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Inspections,Specialty,olit_7de5ec1339ba45d39ddea3f48db60a4c,Duct Cleaning Inspection,"Ensure your home’s air stays clean and healthy with our Duct Cleaning Inspection. We thoroughly assess your ductwork for dust, debris, and buildup, helping improve air quality, HVAC efficiency, and comfort while identifying potential issues early.",$0.00,$50.00,false,"","",true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Estimates,"",olit_3e9066409c8a40a1a51a2278efffc7e4,Free Estimate,"Our Free Estimate service provides a no-obligation, expert assessment of your heating and cooling needs. Get honest recommendations and transparent pricing, so you can make informed decisions for your home’s comfort—at no cost to you!",$0.00,$0.00,false,"","",true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,M Series Split Heat Pump,olit_00f946e145504bdeb6cd93967fc31a85,2 Ton 14.3 Seer2,"Factory-installed high-pressure switch.
10 Year Parts & Compressor Warranty, no registration required.
Equipped with thermal overload protection.
High quality condenser with innergroove copper tube and aluminum fin.

Includes removal and disposal of existing equipment.
Includes all labor and materials.
Includes 1 year labor and workmanship warranty. 
",$6253.00,$3598.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Inverter,olit_56649492750949548a1e51ccb2d4b6c8,2 Ton Z-Series Split System Heat Pump 18.6 Seer2,"High-Efficiency Performance – Achieves ENERGY STAR® certification and qualifying for tax credits and rebates (no guarantees)
Match with the Z-Series self-Identifying 115/230V Air Handler – Indoor unit automatically detects voltage and operates on either 115V or 230V upon installation.
10 Year Parts & Compressor Warranty, no registration required.
",$7727.00,$4263.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Electrical Bundles,"",olit_6b2b0a54464043c2b6024ad5a844b7e0,Panel Replacement,"",$5200.00,$0.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Exhaust Fans,Bathroom,olit_946123e6efa845618add53297d9f5cd7,Exhaust Fan Trim Cover,"",$57.00,$0.00,false,"","",true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Package Unit,olit_b39b560e55854382ad30861fe251c76d,4 Ton M-Series Packaged Heat Pump 13.4 SEER2  R454B,"AC Pro    |    AC Pro #: 84568    MFG #: PKHP-M-0481BB
Smooth and quiet compressor operation.
Internal protection against high temperature motor overload conditions.
10 Year Parts & Compressor Warranty, no registration required.
All aluminum fin and tube coils.
1 year labor warranty. Extended warranty options available upon request.
Includes removal and disposal of existing equipment. 
Includes all labor and materials. 
Includes any necessary stand, sheet metal, elbows, or transitions. 
Includes crane service if necessary.",$9177.00,$4600.00,false,,,true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Package Unit,olit_d96ef46ad50c46838678eaeae1a5d26c,3 Ton M-Series Packaged Heat Pump 13.4 SEER2 Single Stage R454B,"Package Unit Replacement Estimate – 3 Ton Heat Pump System

Install one (1) new AC Pro M-Series Packaged Heat Pump System, 3 Ton, high-efficiency rated:
	•	13.4 SEER2 / 11.0 EER2 / 6.7 HSPF2
	•	208/230V Single Phase, Single Stage
	•	Refrigerant: R-454B
	•	Model: PKHP-M-0361BB
	•	AC Pro #: 84567

Key Features
	•	Smooth and quiet compressor operation
	•	Internal motor protection against high-temperature overload
	•	Durable all-aluminum fin-and-tube coil construction
	•	Compatible with optional electric strip heat kits (5–20kW, not included)
	•	Includes 10-Year Parts & Compressor Warranty (registration not required)

⸻

Scope of Work Includes
	•	Complete removal and disposal of existing packaged unit
	•	Full installation of new equipment including all labor and materials
	•	Necessary curb adapter/stand work as required
	•	All required sheet metal, elbows, duct transitions, and connections
	•	Electrical and refrigerant reconnection per manufacturer specifications
	•	Crane service included if required for rooftop placement
      •	Startup, testing, and system performance verification included
	•	Permit fees and code upgrades not included unless specifically noted
	•	Customer responsible for clear access to work area
",$7625.00,$4988.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Package Unit,olit_c415f5bac7cb49f3895f81ed4a3ed915,3 Ton X-Series Packaged Heat Pump 18 SEER2,"Install one (1) new AC Pro X-Series Packaged Heat Pump System, 3 Ton, high-efficiency rated:
	•	18 SEER2 / 11.2 EER2 / 8.5 HSPF2
	•	208/230V Single Phase, Single Stage
	•	Refrigerant: R-32
	•	Model: PKHP-X-036VBC
	•	AC Pro #: 84601

Key Features
	•	Smooth and quiet compressor operation
             Increased comfort
	•	Internal motor protection against high-temperature overload
	•	Durable all-aluminum fin-and-tube coil construction
	•	Compatible with optional electric strip heat kits (5–20kW, not included)
	•	Includes 10-Year Parts & Compressor Warranty (registration not required)

⸻

Scope of Work Includes
	•	Complete removal and disposal of existing packaged unit
	•	Full installation of new equipment including all labor and materials
	•	Necessary curb adapter/stand work as required
	•	All required sheet metal, elbows, duct transitions, and connections
	•	Electrical and refrigerant reconnection per manufacturer specifications
	•	Crane service included if required for rooftop placement
      •	Startup, testing, and system performance verification included
	•	Permit fees and code upgrades not included unless specifically noted
	•	Customer responsible for clear access to work area",$10887.00,$7621.00,false,"","",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Replacement,Package Unit,olit_8943db04bcbf4456891ebceb5429f7bf,3 Ton Day & Night Package Heat Pump 13.4 SEER2,"Package Unit Replacement Estimate – 3 Ton Heat Pump System

Install one (1) new Day & Night Packaged Heat Pump System, 3 Ton, high-efficiency rated:
	•	13.4 SEER2 / 11.0 EER2 / 6.7 HSPF2
	•	208/230V Single Phase, Single Stage
	•	Refrigerant: R-454B
	•	Model: IPHB436000K000B
	•	Includes 10-Year Parts & Compressor Warranty upon registration

⸻

Scope of Work Includes
	•	Complete removal and disposal of existing packaged unit
	•	Full installation of new equipment including all labor and materials
	•	Necessary curb adapter/stand work as required
	•	All required sheet metal, elbows, duct transitions, and connections
	•	Electrical and refrigerant reconnection per manufacturer specifications
	•	Crane service included if required for rooftop placement
      •	Startup, testing, and system performance verification included
	•	Permit fees and code upgrades not included unless specifically noted
	•	Customer responsible for clear access to work area
",$8735.00,$5975.00,false,"","",false
